index,type,smiles
6139,CARBONYL,COc1ccc(F)cc1C=O
6140,CARBONYL,CCOC(=O)CCCCCCCCCCCCCCCC=O
6141,CARBONYL,C[C@@H]1C[C@H](CO[Si](C)(C)C(C)(C)C)O[C@H]1C=O
6142,CARBONYL,COc1cc([N+](=O)[O-])c(C=O)cc1O
6143,CARBONYL,COc1cccc(C(=O)CN2C(=O)c3ccccc3C2=O)c1
6144,CARBONYL,CC(C)(C)OC(=O)N1C(=O)C(=O)c2cc(Cl)ccc21
6145,CARBONYL,COc1ccc(COCCCN2CCc3cc(C=O)ccc32)cc1
6146,CARBONYL,CC(=O)c1cc(C#N)c(OCc2ccccc2)cc1OCc1ccccc1
6147,CARBONYL,C=C(CCO[Si](C(C)C)(C(C)C)C(C)C)C[C@@H]1O[C@H]1C=O
6148,CARBONYL,C=C1/C(=C/C=C2\CCC[C@]3(C)[C@@H]([C@H](C)CCC(=O)C(C)C)CC[C@@H]23)C[C@@H](O[Si](C)(C)C(C)(C)C)C[C@@H]1O[Si](C)(C)C(C)(C)C
6149,CARBONYL,CC(=O)CO
6150,CARBONYL,COc1ccc2c(c1F)C(=O)CC2
6151,CARBONYL,O=CCCC[N+](=O)[O-]
6152,CARBONYL,CCn1c2ccc(C=O)cc2c2cc(/C=C/c3ccncc3)ccc21
6153,YLIDE,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1F
6154,CARBONYL,COC(=O)c1cc(C=O)nn1C
6155,CARBONYL,CC(C)(C)[Si](C)(C)OC[C@H]1O[C@H]2C[C@H]2C(=O)[C@H]1OCc1ccccc1
6156,CARBONYL,CCCC(=O)C#Cc1ccccc1
6157,CARBONYL,O=C1SC2=Nc3cccc4cccc(c34)N2C1=O
6158,CARBONYL,CC(=O)O[C@H](/C=C/C=O)[C@@H](N=[N+]=[N-])c1ccccc1
6159,CARBONYL,C[C@H]1C[C@H](C=O)O[C@@]12CC[C@]1(C)C[C@H]3[C@@H](/C(COCc4ccccc4)=C\C[C@H]12)[C@@H](OCc1ccccc1)C[C@@]3(C)O
6160,PHOSPHINE,CCP(C)c1ccccc1
6161,CARBONYL,COc1cc(C=O)c(OC)c(C)c1OC
6162,CARBONYL,O=CC1=C(C#Cc2ccccc2)CCOC1
6163,PHOSPHINE,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1
6164,CARBONYL,COC(=O)c1cc(C=O)cc(OC)c1
6165,CARBONYL,COc1cc(OC)cc(C(=O)c2ccc(OC)c(OC)c2)c1
6166,CARBONYL,COC(=O)/C=C/C1=C(C=O)CC(C)c2ccccc21
6167,CARBONYL,O=Cc1cccnc1F
6168,YLIDE,CCCC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1
6169,CARBONYL,COC1(OC)[C@@]2(Br)C[C@H](c3ccccc3)[C@]1(Br)C(=O)C2=O
6170,CARBONYL,COc1cc(I)c(CCCn2cccc2C=O)cc1OC
6171,CARBONYL,C[C@H](COCc1ccccc1)[C@@H](CC[C@@H](C)C=O)O[Si](C)(C)C(C)(C)C
6172,YLIDE,CC(C)(C)C(=O)OCCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
6173,CARBONYL,C=CC[C@H]1CSC[C@@H](CC(=O)OC(C)(C)C)C1=O
6174,CARBONYL,O=Cc1cc2cc3ccccc3cc2s1
6175,CARBONYL,C[C@@H](CCOC(=O)c1ccccc1)[C@@H](C=O)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
6176,CARBONYL,COC(=O)c1cccc2c1c(C=O)cn2Cc1cc(Cl)ccc1OCc1ccc(Cl)cc1F
6177,YLIDE,IC=P(c1ccccc1)(c1ccccc1)c1ccccc1
6178,CARBONYL,C=CCCCCCC(=O)N1C[C@H]2C[C@H](OCc3ccccc3)[C@@H]3C[C@H]2[C@](CCCC=O)(C1)CN3S(=O)(=O)c1ccc(C)cc1
6179,YLIDE,CCCCN(CCCC)c1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
6180,CARBONYL,CC1(C)CCC[C@]2(C)[C@@H](Cc3cc4c(cc3OCc3ccccc3)OCO4)C(=O)CC[C@@H]12
6181,CARBONYL,CC(C)(C)OC(=O)N1CCN(c2ccc(/C=C/c3c(F)c(F)c(N4CCN(c5ccc(C=O)cc5)CC4)c(F)c3F)cc2)CC1
6182,CARBONYL,O=CC[C@@H]1CC=CC(=O)O1
6183,CARBONYL,Cc1ccc(C=O)cc1OCc1ccccc1
6184,CARBONYL,COCO[C@](C)(CO[Si](C)(C)C(C)(C)C)[C@@H]1CC[C@@H](C)[C@H]1C=O
6185,CARBONYL,O=Cc1c(Br)cc(F)c(C(F)(F)Oc2ccc(-c3cc(F)c(F)c(F)c3)c(F)c2)c1F
6186,CARBONYL,CC1(C)OC[C@@H](O)[C@H]([C@@H]2OC(C)(C)O[C@@H]2C=O)O1
6187,CARBONYL,CC1=C2C3C[C@@H](OC(=O)C(C)(C)C)C[C@@H]2[C@@H](CC1)C(=O)CC[C@@H]3C(C)C
6188,CARBONYL,COc1ccc(CO[C@H]2CC(O[Si](C)(C)C(C)(C)C)=C(Br)[C@@H]2CC=O)cc1
6189,CARBONYL,C[Si](C)(C)c1ccc(C=O)cc1
6190,YLIDE,CCCc1ccc([C@H]2CC[C@H](C=P(c3ccccc3)(c3ccccc3)c3ccccc3)CC2)cc1
6191,CARBONYL,C/C=C(/C=O)c1ccccc1
6192,YLIDE,ClC=CC=CCCCCCCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
6193,CARBONYL,CC(C)(C)OC(=O)N1CCN(c2ncc(C(=O)c3ccc(F)cc3)cn2)CC1
6194,CARBONYL,O=Cc1c[nH]c2cc(F)ccc12
6195,CARBONYL,COCOc1cccc(-c2cc3cc(C=O)cc(OC)c3o2)c1
6196,CARBONYL,COc1ccc(CO[C@H]2[C@H](O[Si](C(C)C)(C(C)C)C(C)C)[C@H](OCc3ccccc3)[C@@H](Sc3ccccc3)O[C@@H]2C=O)cc1
6197,CARBONYL,COc1c(O)cccc1C=O
6198,CARBONYL,Cn1nc(N2CCCC2)nc1C=O
6199,CARBONYL,O=C1CCC1
6200,CARBONYL,COc1ccc(C2(CCC=O)C(=O)CCCC2=O)cc1
6201,CARBONYL,O=Cc1ccc2[nH]ccc2c1
6202,CARBONYL,CCCCC(=O)c1ccc(Br)cc1
6203,YLIDE,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1cccc2ccccc12
6204,CARBONYL,O=C/C=C/Cc1ccccc1N1C(=O)c2ccccc2C1=O
6205,YLIDE,C=CC=P(c1ccccc1)(c1ccccc1)c1ccccc1
6206,CARBONYL,O=CCc1cc(Br)ccc1C=O
6207,CARBONYL,CC1(C)O[C@H]([C@H]2COC(C)(C)O2)[C@@H](C=O)O1
6208,YLIDE,Brc1ccc(I)c(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c1
6209,CARBONYL,C=C[C@@H](O)[C@@H]1OC(C)(C)O[C@@]1(C=O)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
6210,CARBONYL,CC1=C[C@H](CC=O)[C@H](c2onc(C)c2[N+](=O)[O-])[C@@H](c2ccc(C(F)(F)F)cc2)C1
6211,CARBONYL,O=C1CCCC2OC12
6212,CARBONYL,N#Cc1ccc(N2CCC[C@H](N[C@@H]3CCCC[C@H]3Nc3cc(C=O)ccn3)C2)cc1
6213,CARBONYL,CCOc1ccc(C=O)c(OCC)c1
6214,CARBONYL,Cc1ccc2c(c1)C(=O)C(=O)N2Cc1ccccc1
6215,CARBONYL,O=Cc1ccc(Cl)cc1F
6216,CARBONYL,O=Cc1ccc(N(c2ccc(-c3ccc(N(c4ccccc4)c4ccc(C(F)(F)F)cc4)cc3)cc2)c2ccc(C(F)(F)F)cc2)cc1
6217,CARBONYL,CC(C)(C)[Si](C)(C)OC(CCCC=O)c1ccco1
6218,CARBONYL,CC(C)=CCC[C@@](C)(C=O)c1ccc2c3c(c[nH]c13)C[C@@H](CO[Si](C)(C)C(C)(C)C)NC(=O)[C@H](C(C)C)N2C
6219,CARBONYL,CC(C)(C)OC(=O)N1C(=O)C(=O)c2cc([N+](=O)[O-])ccc21
6220,CARBONYL,CC(C=O)Cc1ccccc1
6221,CARBONYL,Cc1nc(C)c(C=O)s1
6222,CARBONYL,COc1cc2c(cc1OC)CN(C(=O)c1ccccc1C=O)CC2
6223,CARBONYL,CCCc1cc(OC)c(F)cc1C=O
6224,CARBONYL,O=CCCCCCCC=O
6225,YLIDE,COc1ccc2c(c1)C(=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1cc(Br)ccc1-2
6226,CARBONYL,C[C@H](CO[Si](C)(C)C(C)(C)C)C[C@@H](C)C[C@H](C)C=O
6227,CARBONYL,CC#CCOc1c(C)cccc1C=O
6228,CARBONYL,CCCCCCCn1c2ccccc2c2cc(/C=C/c3ccc4c(c3)c3cc(C=O)ccc3n4CCCCCCC)ccc21
6229,CARBONYL,O=C1c2cc(Br)ccc2OCC12CC2
6230,CARBONYL,CC(C)(C)[Si](C)(C)OCCc1c(C=O)n(S(=O)(=O)c2ccccc2)c2ccccc12
6231,CARBONYL,CC(C)c1ccc2c(c1)c(C=O)cn2C(=O)OC(C)(C)C
6232,CARBONYL,CC1(C)O[C@H]2[C@@H]([C@H]3O[C@H]3C=O)O[C@@H]3OC(C)(C)O[C@@H]3[C@H]2O1
6233,CARBONYL,CC(C)(C)[Si](C)(C)OC[C@H](O)[C@H](OCc1ccccc1)[C@@H](C=O)OCc1ccccc1
6234,CARBONYL,O=Cc1cc(F)cc(-c2ccncc2)c1
6235,CARBONYL,COc1c(Br)cc(C=O)cc1[N+](=O)[O-]
6236,CARBONYL,CC(C)c1ccc(CCC=O)cc1
6237,CARBONYL,Cc1ccc([C@@H](CC=O)C/C=C/C(=O)c2ccccc2)cc1C
6238,CARBONYL,COC(=O)C(C)CC(=O)c1ccccc1
6239,CARBONYL,O=C/C=C/C=C/C=C/c1ccccc1
6240,CARBONYL,CN(CCOC(=O)C(C)(C)C)c1ccc(C=O)c(OCc2ccccc2)c1
6241,CARBONYL,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1CC[C@@H]1[C@@]3(C)CCC(=O)C(C)(C)[C@@H]3CC[C@]12C
6242,YLIDE,C(c1ccsc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
6243,CARBONYL,COc1ccc(C(=O)/C=C/CCC=O)cc1
6244,CARBONYL,CO[C@@H]1CC2C3CCC(=O)[C@@]3(C)CCC2[C@@]2(C)CCC3CC312
6245,CARBONYL,CC(C)(C)C(=O)OC(C#Cc1ccccc1)CCCC=O
6246,CARBONYL,COCO[C@@H]1CC[C@H]2[C@H](CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CC=O)[C@H]4CC[C@@H]32)C1
6247,CARBONYL,O=Cc1ccc(CN2C(=O)c3ccccc3C2=O)c(C(F)(F)F)c1
6248,CARBONYL,COc1ccc(CO[C@@H]2C(=O)[C@@H](OCc3ccccc3)[C@@H](COCc3ccccc3)O[C@H]2OC)cc1
6249,YLIDE,C(c1ccc2c(c1)OCCOCCOCCOCCO2)=P(c1ccccc1)(c1ccccc1)c1ccccc1
6250,CARBONYL,CCOC(=O)CC(CC(=O)OCC)CC(=O)c1ccccc1
6251,CARBONYL,CC[C@@H](C=O)[C@H]1COC2(CCCCC2)O1
6252,CARBONYL,O=CCCCC12CCC(c3cccc(Oc4ccccc4)c3)(CC1)OC2
6253,CARBONYL,C=CC[C@](C)(O[Si](CC)(CC)CC)[C@H]1CC[C@](C)(OC)[C@@H](C[C@H]2CC(=O)O[C@H]2[C@H](OCOC)[C@@H](C)C=O)O1
6254,CARBONYL,CCOC(=O)C(=O)c1ccc(Cl)cc1
6255,CARBONYL,COC(=O)C1=C2Nc3ccccc3[C@@]23CCN2CCC[C@@](C=O)(C1)[C@H]23
6256,CARBONYL,CC(C)(C)[Si](OC/C=C(/I)CCC1CCCC1=O)(c1ccccc1)c1ccccc1
6257,CARBONYL,O=CCCCSc1ccccc1
6258,CARBONYL,COc1ccc(C2=C[C@@H]3[C@@H](C=O)[C@H]4CC(=O)[C@@H]3[C@@H](C2)C4=O)cc1
6259,CARBONYL,COc1ccc(C=O)c(C2OCCO2)c1
6260,CARBONYL,COc1ccc(C=O)c(CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)c1
6261,CARBONYL,O=Cc1ccc(OS(=O)(=O)c2ccccc2)cc1
6262,YLIDE,CC(C)(C)C(=CC=P(c1ccccc1)(c1ccccc1)c1ccccc1)C(C)(C)C
6263,CARBONYL,O=Cc1ccn(Cc2cccc(-c3ccccc3)c2)n1
6264,CARBONYL,CC(C)[C@H](C=O)NC(=O)OCc1ccccc1
6265,CARBONYL,CCCCC/C=C/CCC=O
6266,CARBONYL,COC(=O)C(=O)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1
6267,CARBONYL,CC1(C)OC[C@H](COCC[C@@H]2OC(C)(C)O[C@@H]2/C=C/[C@@H]2OC(C)(C)O[C@@H]2C=O)O1
6268,CARBONYL,CN(Cc1cc(C=O)n(CC2CCCC2)n1)C(=O)OC(C)(C)C
6269,CARBONYL,O=Cc1cc(Br)c(O)c(Br)c1O
6270,CARBONYL,COc1ccc2c(c1)CCC(=O)c1cc3c(cc1-2)OCO3
6271,CARBONYL,COc1cc(Br)cc(C=O)c1Cl
6272,YLIDE,COc1ccc(F)c(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c1
6273,CARBONYL,CC(C)(C)[Si](OCCCCCCC=O)(c1ccccc1)c1ccccc1
6274,CARBONYL,O=C1c2cc(Br)ccc2OC(CC2CC2)C12COC2
6275,CARBONYL,CCCC[C@@H](C=O)[C@@H](c1ccc(Cl)cc1)[C@@H](C)[N+](=O)[O-]
6276,CARBONYL,CCCC[C@H]1CC[C@H](CCc2ccc(-c3ccc(CCC=O)cc3F)cc2)CC1
6277,YLIDE,Brc1ccc2c(c1)C(=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1-2
6278,YLIDE,ClC=P(c1ccccc1)(c1ccccc1)c1ccccc1
6279,CARBONYL,CC(C)(C)[Si](C)(C)O[C@@H](C/C=C\CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)CCC=O
6280,CARBONYL,COc1cc(CCNS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc(-c2ccccc2C=O)c1OC
6281,CARBONYL,COC(=O)c1cccc(C=O)c1
6282,CARBONYL,CC(C)(C)OC(=O)N[C@H]1CCCC[C@@H]1C=O
6283,CARBONYL,Cn1cccc1C(=O)C(F)(F)F
6284,CARBONYL,CC(C)(C)C(=O)C#N
6285,CARBONYL,CC(C)(C)[Si](C)(C)OCC[C@H](CC=O)O[Si](C)(C)C(C)(C)C
6286,CARBONYL,O=Cc1ccc2ncnc(N[C@H]3CC[C@H](N4CCOCC4)CC3)c2c1
6287,CARBONYL,O=Cc1nccs1
6288,CARBONYL,COc1cccc([C@@H]2CN(Cc3ccccc3)C[C@H]2C=O)c1
6289,CARBONYL,C=CCC(C=O)c1ccccc1
6290,CARBONYL,CC(C)(C)[C@H]1CC[C@H](C=O)CC1
6291,YLIDE,CC(C)=CCCC(C)=CC=P(c1ccccc1)(c1ccccc1)c1ccccc1
6292,CARBONYL,CC(=O)/C=C/CCc1ccccc1
6293,YLIDE,CCOC(=O)c1ccccc1C=P(c1ccccc1)(c1ccccc1)c1ccccc1
6294,CARBONYL,CC(C)(C)c1ccc(Cn2ccc(C=O)n2)cc1
6295,YLIDE,CCNC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1
6296,CARBONYL,O=C1c2ccccc2CCC1(F)F
6297,YLIDE,COc1ccc(COCCC/C=C/C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1OC
6298,CARBONYL,O=Cc1cc(OCc2ccccc2)cc(OCc2ccccc2)c1
6299,CARBONYL,O=CCCn1cc(C=O)c2ccccc21
6300,CARBONYL,COc1cc(C)c2c(ccn2COCC[Si](C)(C)C)c1C(C)(C=O)c1nc2ccc(Br)cc2n1COCC[Si](C)(C)C
6301,CARBONYL,O=C/C=C/c1ccc(C(F)(F)F)cc1
6302,CARBONYL,CC(C)C[C@@H](C=O)[C@@H]1CC(=O)N(c2ccccc2)C1=O
6303,CARBONYL,CCOC(=O)C(=[N+]=[N-])C(=O)C(F)(F)F
6304,CARBONYL,COC(=O)[C@]1(OC)C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](NC(C)=O)[C@H]([C@H](O[Si](C)(C)C(C)(C)C)[C@@H](C=O)O[Si](C)(C)C(C)(C)C)O1
6305,CARBONYL,C/C=C(\C)Cc1ccccc1C=O
6306,YLIDE,COc1c(C)cnc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c1C
6307,CARBONYL,COc1cc2c(cc1C=O)OCCO2
6308,CARBONYL,O=C1c2ccccc2C2(CC2c2ccccn2)c2ccccc21
6309,CARBONYL,O=Cc1cc([N+](=O)[O-])ccc1F
6310,YLIDE,COc1ccc(Br)c(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c1OC
6311,CARBONYL,CCCCCC[C@H](C=O)/C=C/c1ccccc1
6312,YLIDE,CCOC(=O)c1c(C)oc2cc3c(C(=O)OCC)c(C=P(c4ccccc4)(c4ccccc4)c4ccccc4)oc3cc12
6313,YLIDE,COC(=O)C(=Cc1ccccc1)C=P(c1ccccc1)(c1ccccc1)c1ccccc1
6314,CARBONYL,COc1cc(C=O)cc(OC)c1O[Si](C)(C)C(C)(C)C
6315,CARBONYL,N#Cc1ccc(-c2cc(NC3CC3)n3ncc(C=O)c3n2)s1
6316,CARBONYL,CC(C)(C)OC(=O)NC[C@H](O)C=O
6317,CARBONYL,COC(=O)C(CC=O)C(=O)OC
6318,CARBONYL,COC(=O)c1ccccc1CCC=O
6319,CARBONYL,O=CC[C@@H]1[C@@H](OCc2ccccc2)[C@H](O)[C@H]2O[C@@H]1CC[C@H]2OCc1ccccc1
6320,YLIDE,O=C(O)CCCCCCCC=CCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
6321,CARBONYL,C=CCOP(=O)(OCC=C)O[C@H](C[C@H](C=O)O[Si](C(C)C)(C(C)C)C(C)C)[C@](CCN=[N+]=[N-])(O[Si](C)(C)C)C(=O)OCC
6322,CARBONYL,COc1nc(C(=O)c2ccc(SC)cc2)ccc1Cl
6323,CARBONYL,O=Cc1nc(N2CCCC2)nn1CC1CC1
6324,CARBONYL,CCC[C@@H]1O[C@@H]1C=O
6325,CARBONYL,CC[C@@H]1C[C@H](C[C@H](OCc2ccccc2)C(C)(C)C=O)OC(C)(C)O1
6326,YLIDE,C(CCCCCCCCCCc1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
6327,CARBONYL,C/C(=C\CCc1ccoc1)CC1(C[C@@H](C)CC=O)SCCCS1
6328,CARBONYL,COc1cc(C(C)(C)c2cnc(C=O)n2-c2ccc(F)cc2)ccc1Cl
6329,CARBONYL,C=CC[C@@H]1O[C@@H]2C[C@@H]3O[C@H](c4ccccc4)OC[C@H]3O[C@@]2(C)[C@H](OCc2ccc3ccccc3c2)C[C@H]1O[C@H]1/C=C\C[C@@H](OCc2ccccc2)[C@H](COCc2ccccc2)O[C@@H]1CC=O
6330,CARBONYL,O=C1CCC(F)(F)CC1
6331,CARBONYL,CCCC1CCC(CC=O)CC1
6332,CARBONYL,C=CCCN(CC=O)C(=O)OC(C)(C)C
6333,CARBONYL,CCCCCCCCCC(=O)/C=C/CCCC=O
6334,CARBONYL,Cc1ccc(O[Si](C)(C)C(C)(C)C)cc1CCC=O
6335,CARBONYL,COC(=O)C(=O)c1ccco1
6336,CARBONYL,COCO[C@@H](c1cc(OC)cc([N+](=O)[O-])c1OC)[C@@H](C)/C=C(\C)C=O
6337,CARBONYL,O=Cc1ccc(CCC2OCCO2)c(F)c1F
6338,CARBONYL,O=Cc1ccc(C(=O)N(Cc2ccccn2)Cc2ccccn2)cc1
6339,CARBONYL,O=C[C@@H]1CC[C@@H](OCc2ccccc2)CO1
6340,CARBONYL,CC1(C)OC[C@H](C(=O)CCCO[Si](C)(C)C(C)(C)C)O1
6341,CARBONYL,CC(C)(C)OC(=O)NCC(=O)c1ccc(Cl)cc1
6342,YLIDE,COCO[C@H](C)[C@H](C)C=P(c1ccccc1)(c1ccccc1)c1ccccc1
6343,CARBONYL,CC(C)CN(CC(C)C)c1ccc(C=O)cc1[N+](=O)[O-]
6344,YLIDE,Cc1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
6345,CARBONYL,CC(C)(C)OC(=O)N[C@H](C=O)CSC(c1ccccc1)(c1ccccc1)c1ccccc1
6346,CARBONYL,CC(C)(C)OC(=O)N1C(=O)C=C[C@H]1[C@@H](CC=O)c1ccccc1
6347,CARBONYL,C[Si](C)(C)C#Cc1ccc(C(F)(F)F)cc1C=O
6348,CARBONYL,CCOC(=O)Cc1csc2cc(C=O)ccc12
6349,CARBONYL,COc1ccc(CO[C@H](C[C@H](C)[C@H](C)O[Si](C)(C)C(C)(C)C)[C@@H](C)CC=O)cc1
6350,YLIDE,CCC(CC)OC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1
6351,CARBONYL,O=Cc1cc2ccccc2nc1C#CCCCCC#Cc1ccccc1
6352,CARBONYL,CC(=O)O[C@H]1C[C@@H](OC2CCCCO2)[C@H](CO[Si](C)(C)C(C)(C)C)[C@H]1CCCCC=O
6353,CARBONYL,CC(C)(C)[Si](OCC[C@@H]1O[C@@H](C=O)CC[C@@H]1OCc1ccccc1)(c1ccccc1)c1ccccc1
6354,CARBONYL,CC(=O)CCCc1ccccc1
6355,CARBONYL,COC(=O)C1(C(=O)OC)C[C@@]12CCCC[C@H]2CCC=O
6356,YLIDE,C=CCOC(=O)C1=C(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)CS[C@@H]2[C@H](NC(=O)Cc3cccs3)C(=O)N12
6357,CARBONYL,COC1(OC)CC[C@H]2[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1
6358,CARBONYL,CO[C@H]1[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](C)[C@H](CC=O)[C@H](O)[C@H]1OC
6359,CARBONYL,O=Cc1c(F)ccc(Cl)c1F
6360,CARBONYL,C[C@H](CCCC=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[Si](C)(C)C(C)(C)C)CC[C@]4(C)[C@H]3CC[C@]12C
6361,CARBONYL,CC(C)OC(=O)C(=O)[C@H]([C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]2OC(C)(C)O[C@H]21)N(Cc1ccccc1)Cc1ccccc1
6362,CARBONYL,CC(=O)S[C@@H]1CC[C@@]2(C)[C@H](C1)C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
6363,CARBONYL,CC(C)CCCC(C)CC=O
6364,CARBONYL,C=C[C@]1(O)CC[C@@H](O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@](C)(CCC=O)C1
6365,CARBONYL,C[C@H](c1ccccc1)N1C[C@H]1C=O
6366,CARBONYL,O=CCOC(=O)/C=C/C(=O)c1ccc(C(F)(F)F)cc1
6367,CARBONYL,CCOC(=O)C(=O)C(=O)OCC
6368,CARBONYL,O=CC[C@@H](C/C=C/C(=O)C1CCCCC1)c1ccccc1
6369,YLIDE,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccc(Br)cc1
6370,CARBONYL,COc1ccc(COCCCC=O)cc1
6371,CARBONYL,CC1CC(=O)CC(C)(C)C1
6372,CARBONYL,O=Cc1ccccc1C(=O)c1cccs1
6373,CARBONYL,CC(=O)CCc1ccccc1C#CC(C)(C)C
6374,CARBONYL,CC(C)(C)OC(=O)N[C@H]1CC(=O)CN(C(=O)OCc2ccccc2)C1
6375,CARBONYL,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CCC=O)c1
6376,CARBONYL,COC(=O)Oc1ccc(OC)c(C=O)c1
6377,CARBONYL,Cc1ccc(N(c2ccccc2)c2ccc(-c3ccc(N(c4ccc(C)cc4)c4ccc(C=O)cc4)cc3)cc2)cc1
6378,YLIDE,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1cccc(Cl)c1
6379,CARBONYL,CC1(CCCCCC=O)OCCO1
6380,YLIDE,Cc1ccc(C(=O)C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
6381,CARBONYL,CC1(C)O[C@@H]([C@H](O)C=O)[C@@H](CO)O1
6382,CARBONYL,O=C1CCc2c(Br)cc(Cl)cc21
6383,CARBONYL,CC(C)CCCC(C)CC(C)C=O
6384,CARBONYL,COC1(OC)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1
6385,CARBONYL,COCOCCCCCCCCC/C=C/CCC=O
6386,CARBONYL,O=Cc1cc2ccc1CCc1ccc(cc1)CC2
6387,YLIDE,CC(C)CCCC(C)CCn1c2ccc(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21
6388,CARBONYL,CC(C)(C)[Si](C)(C)O[C@@H]1CC2(C[C@@H](O[Si](C)(C)C(C)(C)C)C1=O)SCCS2
6389,CARBONYL,COCOc1ccc(OCOC)c(C=O)c1Br
6390,CARBONYL,CC(C)(C)C(CC(=O)O)CC(=O)c1ccccc1
6391,CARBONYL,C=CCCCCCCCCCC(=O)CCCCCCCCCC=C
6392,CARBONYL,CC(=O)C(C)OC1CCCCO1
6393,CARBONYL,O=CCCc1ccc(-c2ccc(C(F)(F)Oc3cc(F)c(F)c(F)c3)cc2)c(F)c1F
6394,YLIDE,Cc1ccc([C@H]2CC[C@H]([C@H]3CC[C@H](C=P(c4ccccc4)(c4ccccc4)c4ccccc4)CC3)CC2)cc1
6395,CARBONYL,O=Cc1ccccc1C#Cc1cccs1
6396,CARBONYL,O=Cc1cccc(-c2ccccn2)c1
6397,CARBONYL,O=CCCCCCCCCCCBr
6398,CARBONYL,C[Si](C)(C)CCOCn1cc(Br)nc1C=O
6399,CARBONYL,CCOC(=O)[C@@H](OC(C)(C)C)c1c(C)nc2cc(C=O)nn2c1N1CCC(C)(OCCCC[C@@H](C)O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)CC1
6400,CARBONYL,COC(=O)CCC(=O)C(=O)OC
6401,CARBONYL,O=C[C@H]1C[C@H](OCc2ccccc2)[C@@H](COCc2ccccc2)O1
6402,YLIDE,O=c1c(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c(-c2ccc(Cl)cc2)oc2ccccc12
6403,CARBONYL,CC(C)(C)OC(=O)N1[C@@H](CC=O)COC1(C)C
6404,CARBONYL,COCOc1ccc(C=O)c(OCOC)c1
6405,CARBONYL,COC1(OC)[C@@]2(Cl)C(=O)C(=O)[C@]1(Cl)[C@@H]1CCCC[C@@H]12
6406,CARBONYL,COC(=O)c1ccc2c3c(ccc2c1)N(c1ccccc1)c1ccc(-c2ccccc2C(C)=O)cc1C3(C)C
6407,CARBONYL,COCO[C@H]([C@H](C)[C@@H](O[Si](C)(C)C(C)(C)C)[C@@H](C)[C@H](CCOCc1ccccc1)OC)[C@H](C)C=O
6408,CARBONYL,CC1(C)O[C@H]2[C@@H](O1)[C@@H](C=O)O[C@@H]1OC(C)(C)O[C@@H]12
6409,CARBONYL,C[C@H](C=O)C[C@@H]1CN(C(=O)OC(C)(C)C)C(C)(C)O1
